password,score,label
iloveyou,19,weak
omnamahshivay,32,weak
dragon,9,weak
krishna108,33,weak
mobile123,30,weak
apple123,28,weak
google123,30,weak
shadow,9,weak
letmein,14,weak
master,9,weak
apple123,28,weak
apple123,28,weak
iloveyou,19,weak
letmein,14,weak
secret,9,weak
welcome,14,weak
football,19,weak
killer,9,weak
letmein,14,weak
hello123,28,weak
password1,30,weak
google123,30,weak
krishna108,33,weak
qwerty123,16,weak
dragon,9,weak
dragon,9,weak
abc123,19,weak
krishna108,33,weak
welcome,14,weak
mobile123,30,weak
krishna108,33,weak
shadow,9,weak
secret,9,weak
krishna108,33,weak
password1,30,weak
omnamahshivay,32,weak
hello123,28,weak
qwerty123,16,weak
welcome,14,weak
dragon,9,weak
admin123,28,weak
mobile123,30,weak
qwerty123,16,weak
secret,9,weak
secret,9,weak
killer,9,weak
password,19,weak
password1,30,weak
ganesh123,30,weak
abc123,19,weak
iloveyou,19,weak
master,9,weak
qwerty123,16,weak
admin123,28,weak
samsung123,33,weak
shadow,9,weak
qwerty123,16,weak
master,9,weak
qwerty123,16,weak
abc123,19,weak
ganesh123,30,weak
samsung123,33,weak
iloveyou,19,weak
killer,9,weak
password,19,weak
hello123,28,weak
iloveyou,19,weak
iloveyou,19,weak
shadow,9,weak
hello123,28,weak
qwerty,0,weak
welcome,14,weak
mobile123,30,weak
password,19,weak
iloveyou,19,weak
password,19,weak
krishna108,33,weak
abc123,19,weak
master,9,weak
ganesh123,30,weak
password,19,weak
qwerty,0,weak
hello123,28,weak
password1,30,weak
iloveyou,19,weak
apple123,28,weak
letmein,14,weak
sunshine,19,weak
welcome,14,weak
apple123,28,weak
admin123,28,weak
football,19,weak
dragon,9,weak
samsung123,33,weak
krishna108,33,weak
sunshine,19,weak
master,9,weak
welcome,14,weak
dragon,9,weak
sunshine,19,weak
abc123,19,weak
killer,9,weak
password1,30,weak
apple123,28,weak
mobile123,30,weak
sunshine,19,weak
india123,28,weak
dragon,9,weak
secret,9,weak
password,19,weak
password1,30,weak
football,19,weak
omnamahshivay,32,weak
letmein,14,weak
mobile123,30,weak
welcome,14,weak
football,19,weak
google123,30,weak
dragon,9,weak
admin123,28,weak
admin123,28,weak
ganesh123,30,weak
killer,9,weak
iloveyou,19,weak
admin123,28,weak
iloveyou,19,weak
hello123,28,weak
killer,9,weak
secret,9,weak
master,9,weak
shadow,9,weak
google123,30,weak
ganesh123,30,weak
omnamahshivay,32,weak
killer,9,weak
sunshine,19,weak
india123,28,weak
dragon,9,weak
sunshine,19,weak
killer,9,weak
letmein,14,weak
welcome,14,weak
google123,30,weak
welcome,14,weak
secret,9,weak
secret,9,weak
samsung123,33,weak
shadow,9,weak
apple123,28,weak
qwerty123,16,weak
letmein,14,weak
dragon,9,weak
abc123,19,weak
letmein,14,weak
ganesh123,30,weak
dragon,9,weak
omnamahshivay,32,weak
letmein,14,weak
apple123,28,weak
welcome,14,weak
ganesh123,30,weak
letmein,14,weak
ganesh123,30,weak
mobile123,30,weak
hello123,28,weak
krishna108,33,weak
iloveyou,19,weak
mobile123,30,weak
football,19,weak
admin123,28,weak
admin123,28,weak
admin123,28,weak
admin123,28,weak
letmein,14,weak
welcome,14,weak
apple123,28,weak
apple123,28,weak
krishna108,33,weak
iloveyou,19,weak
shadow,9,weak
password1,30,weak
master,9,weak
shadow,9,weak
shadow,9,weak
ganesh123,30,weak
mobile123,30,weak
welcome,14,weak
letmein,14,weak
krishna108,33,weak
mobile123,30,weak
samsung123,33,weak
letmein,14,weak
apple123,28,weak
password1,30,weak
india123,28,weak
killer,9,weak
india123,28,weak
krishna108,33,weak
welcome,14,weak
master,9,weak
sunshine,19,weak
qwerty123,16,weak
iloveyou,19,weak
mobile123,30,weak
football,19,weak
abc123,19,weak
welcome,14,weak
krishna108,33,weak
shadow,9,weak
krishna108,33,weak
welcome,14,weak
samsung123,33,weak
hello123,28,weak
master,9,weak
abc123,19,weak
letmein,14,weak
shadow,9,weak
samsung123,33,weak
india2019,30,weak
admin2018,30,weak
love1981,28,weak
admin1997,30,weak
admin2001,30,weak
love1980,28,weak
user1989,28,weak
love1984,28,weak
india2020,30,weak
love1985,28,weak
user2004,28,weak
admin2009,30,weak
admin1990,30,weak
admin1999,20,weak
india2016,30,weak
love1983,28,weak
india1990,30,weak
india2023,30,weak
user1997,28,weak
user2022,28,weak
user2011,28,weak
admin2006,30,weak
india1993,30,weak
user2002,28,weak
admin1987,30,weak
user2023,28,weak
admin2013,30,weak
love1982,28,weak
india2005,30,weak
love1980,28,weak
love1999,18,weak
admin1988,30,weak
admin1998,30,weak
india1987,30,weak
user2011,28,weak
love1991,28,weak
love2004,28,weak
admin2012,30,weak
user1984,28,weak
user1982,28,weak
user1981,28,weak
admin1984,30,weak
user2016,28,weak
user2016,28,weak
user2025,28,weak
india1998,30,weak
india2005,30,weak
love2000,18,weak
user2019,28,weak
admin2024,30,weak
user1985,28,weak
love1986,28,weak
user2007,28,weak
india2013,30,weak
admin2005,30,weak
love2001,28,weak
love2001,28,weak
india1984,30,weak
love2013,28,weak
admin2002,30,weak
love2021,28,weak
india1995,30,weak
admin1989,30,weak
love1992,28,weak
love2018,28,weak
india2021,30,weak
user1991,28,weak
user2009,28,weak
admin2023,30,weak
admin2020,30,weak
user1989,28,weak
user1984,28,weak
admin2008,30,weak
india1997,30,weak
india2002,30,weak
user1999,18,weak
india2008,30,weak
admin1983,30,weak
india1998,30,weak
india2021,30,weak
user2019,28,weak
india2009,30,weak
love2008,28,weak
user2000,18,weak
love2012,28,weak
user1983,28,weak
admin1986,30,weak
india2025,30,weak
love2012,28,weak
love1982,28,weak
user2025,28,weak
love2008,28,weak
admin2003,30,weak
user1998,28,weak
admin2006,30,weak
india2023,30,weak
admin2020,30,weak
admin1984,30,weak
user1986,28,weak
admin1998,30,weak
love2022,28,weak
india2001,30,weak
love2017,28,weak
admin2002,30,weak
user2021,28,weak
india1988,30,weak
user1999,18,weak
admin2021,30,weak
india1988,30,weak
user2021,28,weak
admin2012,30,weak
admin1981,30,weak
love1999,18,weak
admin1993,30,weak
love2011,28,weak
love1994,28,weak
india1989,30,weak
india1998,30,weak
india2012,30,weak
admin2022,30,weak
love2019,28,weak
user2018,28,weak
love1989,28,weak
love1991,28,weak
india2008,30,weak
admin2006,30,weak
love2023,28,weak
admin2008,30,weak
love2008,28,weak
love2014,28,weak
user1999,18,weak
admin1992,30,weak
user2023,28,weak
admin2009,30,weak
user2004,28,weak
love1990,28,weak
love2018,28,weak
india1996,30,weak
user2021,28,weak
india2003,30,weak
india2025,30,weak
india1998,30,weak
admin1990,30,weak
love2008,28,weak
india2007,30,weak
user1994,28,weak
india2002,30,weak
india2006,30,weak
admin2005,30,weak
user1995,28,weak
admin1985,30,weak
india1994,30,weak
india2000,20,weak
admin2025,30,weak
love1989,28,weak
admin1982,30,weak
love2010,28,weak
user2025,28,weak
india2008,30,weak
india1985,30,weak
love1996,28,weak
user1989,28,weak
admin1987,30,weak
admin1995,30,weak
india1987,30,weak
user1995,28,weak
user2020,28,weak
india1984,30,weak
india2011,30,weak
love2020,28,weak
love2025,28,weak
user1998,28,weak
admin1980,30,weak
user1995,28,weak
india1991,30,weak
admin2013,30,weak
india1984,30,weak
user2004,28,weak
user1982,28,weak
admin2003,30,weak
admin1981,30,weak
admin1984,30,weak
india1995,30,weak
admin2017,30,weak
india1988,30,weak
admin2002,30,weak
love2021,28,weak
user2023,28,weak
user2024,28,weak
love2020,28,weak
india1988,30,weak
user2025,28,weak
admin1982,30,weak
india1992,30,weak
india1992,30,weak
admin2000,20,weak
user2012,28,weak
user2014,28,weak
india1996,30,weak
love2021,28,weak
admin1998,30,weak
admin1983,30,weak
india1997,30,weak
user2003,28,weak
user2005,28,weak
admin2004,30,weak
user1991,28,weak
user2024,28,weak
admin2003,30,weak
user1985,28,weak
user1985,28,weak
love2018,28,weak
admin2014,30,weak
india2000,20,weak
admin1985,30,weak
admin2022,30,weak
user1999,18,weak
user2018,28,weak
user1990,28,weak
user2002,28,weak
admin1982,30,weak
user2019,28,weak
india1997,30,weak
user1984,28,weak
love2003,28,weak
love1981,28,weak
user2018,28,weak
love1982,28,weak
love1984,28,weak
admin2021,30,weak
user2003,28,weak
india2016,30,weak
love2018,28,weak
user2023,28,weak
admin2003,30,weak
india2008,30,weak
love2016,28,weak
admin2013,30,weak
admin2005,30,weak
admin2021,30,weak
india1995,30,weak
love1981,28,weak
user2011,28,weak
india2015,30,weak
admin1996,30,weak
user2025,28,weak
admin1993,30,weak
user2024,28,weak
india1992,30,weak
india1988,30,weak
love2008,28,weak
user2025,28,weak
admin1985,30,weak
admin2022,30,weak
india2025,30,weak
admin2015,30,weak
love1999,18,weak
love2025,28,weak
love2003,28,weak
love1987,28,weak
love1988,28,weak
india2011,30,weak
admin2003,30,weak
love2009,28,weak
india2019,30,weak
admin1984,30,weak
user2005,28,weak
user2013,28,weak
india2006,30,weak
admin1988,30,weak
india2021,30,weak
user2008,28,weak
admin2023,30,weak
love1988,28,weak
user1988,28,weak
india2012,30,weak
love1987,28,weak
love1999,18,weak
admin1990,30,weak
love2025,28,weak
admin2002,30,weak
admin1985,30,weak
admin1992,30,weak
admin1988,30,weak
india2019,30,weak
love2012,28,weak
love2017,28,weak
admin1990,30,weak
india2016,30,weak
india1981,30,weak
admin1982,30,weak
love2021,28,weak
user2016,28,weak
india2019,30,weak
admin2011,30,weak
admin2021,30,weak
love2010,28,weak
user2023,28,weak
user1999,18,weak
india1984,30,weak
user1990,28,weak
user2006,28,weak
love2009,28,weak
love2001,28,weak
admin2000,20,weak
user2002,28,weak
admin1988,30,weak
india2012,30,weak
love2000,18,weak
india2009,30,weak
user1997,28,weak
love1995,28,weak
india1986,30,weak
user1998,28,weak
user2019,28,weak
love1995,28,weak
admin2000,20,weak
love1992,28,weak
user2011,28,weak
admin2011,30,weak
india2011,30,weak
user1985,28,weak
user2012,28,weak
love1995,28,weak
admin2017,30,weak
india1983,30,weak
user1998,28,weak
user2018,28,weak
india1998,30,weak
user1986,28,weak
admin1988,30,weak
user2003,28,weak
india2003,30,weak
india2005,30,weak
love2016,28,weak
admin2003,30,weak
user1984,28,weak
user2012,28,weak
admin2015,30,weak
india2019,30,weak
india1988,30,weak
admin2005,30,weak
admin2001,30,weak
love1989,28,weak
user2018,28,weak
india2012,30,weak
india1982,30,weak
admin1988,30,weak
user2010,28,weak
love1989,28,weak
admin2000,20,weak
user1990,28,weak
admin2019,30,weak
admin2017,30,weak
user2012,28,weak
admin2025,30,weak
india2010,30,weak
admin2003,30,weak
india2023,30,weak
admin2006,30,weak
india2024,30,weak
user2018,28,weak
love1996,28,weak
user1983,28,weak
user1990,28,weak
love1989,28,weak
india1982,30,weak
india1992,30,weak
admin2008,30,weak
love2006,28,weak
love2006,28,weak
user2006,28,weak
love1983,28,weak
love2013,28,weak
admin2015,30,weak
user2022,28,weak
user2013,28,weak
love2000,18,weak
admin2009,30,weak
admin2014,30,weak
admin2023,30,weak
user2019,28,weak
love1992,28,weak
admin1997,30,weak
admin1994,30,weak
love1998,28,weak
user2024,28,weak
user2000,18,weak
admin2002,30,weak
india1998,30,weak
user2016,28,weak
admin2005,30,weak
admin1989,30,weak
admin1982,30,weak
india2025,30,weak
user2002,28,weak
admin2021,30,weak
love2010,28,weak
admin1992,30,weak
admin2015,30,weak
india1988,30,weak
love2019,28,weak
india1995,30,weak
love2022,28,weak
love2020,28,weak
india1983,30,weak
admin2006,30,weak
user2025,28,weak
love1986,28,weak
love1980,28,weak
user2006,28,weak
love2010,28,weak
admin1998,30,weak
india1998,30,weak
love1985,28,weak
india2014,30,weak
user1991,28,weak
india1991,30,weak
user2005,28,weak
admin1991,30,weak
india1982,30,weak
india1999,20,weak
admin2001,30,weak
user2009,28,weak
user1988,28,weak
love1997,28,weak
admin1987,30,weak
user1990,28,weak
admin2021,30,weak
love2025,28,weak
admin1980,30,weak
love1998,28,weak
user1991,28,weak
admin2007,30,weak
user1985,28,weak
india2022,30,weak
love1991,28,weak
admin2010,30,weak
india1995,30,weak
user1996,28,weak
user1995,28,weak
admin1997,30,weak
india1999,20,weak
admin1996,30,weak
love2024,28,weak
india1983,30,weak
admin2009,30,weak
user1990,28,weak
admin2023,30,weak
india2024,30,weak
admin2020,30,weak
love2003,28,weak
love1994,28,weak
love2010,28,weak
admin2009,30,weak
user2006,28,weak
love2014,28,weak
india1995,30,weak
user2013,28,weak
admin2013,30,weak
india1984,30,weak
love1983,28,weak
love2016,28,weak
admin1990,30,weak
user2013,28,weak
love1987,28,weak
user2025,28,weak
user1985,28,weak
user1983,28,weak
user1988,28,weak
india2009,30,weak
user2015,28,weak
admin2023,30,weak
user1981,28,weak
india1996,30,weak
india1993,30,weak
user1982,28,weak
india2002,30,weak
india2014,30,weak
user1984,28,weak
admin1982,30,weak
love2006,28,weak
user1988,28,weak
user2003,28,weak
user2008,28,weak
india2004,30,weak
love2023,28,weak
admin2021,30,weak
love1987,28,weak
user2014,28,weak
love2013,28,weak
india1994,30,weak
admin1981,30,weak
user2009,28,weak
user2014,28,weak
love1994,28,weak
admin2009,30,weak
admin1989,30,weak
india1992,30,weak
user1982,28,weak
india2019,30,weak
love1995,28,weak
india1984,30,weak
india2018,30,weak
india2008,30,weak
india1995,30,weak
user2005,28,weak
love1994,28,weak
love1983,28,weak
admin2012,30,weak
admin1994,30,weak
admin2016,30,weak
admin1995,30,weak
love1989,28,weak
admin2006,30,weak
india1997,30,weak
love2015,28,weak
user2020,28,weak
user2015,28,weak
admin1983,30,weak
user2021,28,weak
admin2013,30,weak
user2024,28,weak
love2006,28,weak
user1999,18,weak
user1991,28,weak
love1995,28,weak
love1999,18,weak
india2009,30,weak
user2015,28,weak
love2006,28,weak
love2004,28,weak
love1996,28,weak
india2001,30,weak
admin2008,30,weak
love1985,28,weak
admin1983,30,weak
india2004,30,weak
love1984,28,weak
love2017,28,weak
love2010,28,weak
admin2001,30,weak
love1980,28,weak
india1992,30,weak
love2010,28,weak
love2024,28,weak
love2005,28,weak
admin2015,30,weak
user1998,28,weak
admin2009,30,weak
admin1999,20,weak
user2003,28,weak
india2009,30,weak
admin2010,30,weak
admin1993,30,weak
user2000,18,weak
love1982,28,weak
india1989,30,weak
user1996,28,weak
love1998,28,weak
admin1992,30,weak
user1994,28,weak
love2016,28,weak
admin2011,30,weak
user1996,28,weak
user2021,28,weak
love2009,28,weak
love2002,28,weak
user1988,28,weak
india1991,30,weak
india2013,30,weak
india1984,30,weak
user1980,28,weak
love1988,28,weak
love1984,28,weak
love1980,28,weak
user2012,28,weak
india2003,30,weak
user2019,28,weak
user2022,28,weak
india1981,30,weak
user2014,28,weak
india1980,30,weak
admin2013,30,weak
admin2014,30,weak
user1981,28,weak
india1991,30,weak
love1986,28,weak
love1995,28,weak
admin2019,30,weak
admin2002,30,weak
india2005,30,weak
user2003,28,weak
love2009,28,weak
love2024,28,weak
india1999,20,weak
india2021,30,weak
user1985,28,weak
user2004,28,weak
user2015,28,weak
india1983,30,weak
love2024,28,weak
user1985,28,weak
admin2007,30,weak
india2016,30,weak
india2013,30,weak
love1994,28,weak
user2024,28,weak
india1997,30,weak
admin1984,30,weak
india2014,30,weak
admin1991,30,weak
love1981,28,weak
love2017,28,weak
user2025,28,weak
admin1984,30,weak
love1990,28,weak
user2016,28,weak
admin2023,30,weak
love2004,28,weak
india2024,30,weak
admin2012,30,weak
india1983,30,weak
love2007,28,weak
admin1984,30,weak
user2018,28,weak
india2000,20,weak
admin2020,30,weak
user2008,28,weak
admin1994,30,weak
user2015,28,weak
love2007,28,weak
user2023,28,weak
admin1985,30,weak
india1995,30,weak
admin1985,30,weak
user1989,28,weak
love2025,28,weak
admin2004,30,weak
india2003,30,weak
india1985,30,weak
user1999,18,weak
admin2003,30,weak
love1986,28,weak
love1985,28,weak
user2007,28,weak
user2015,28,weak
india1986,30,weak
admin1985,30,weak
india2015,30,weak
admin2018,30,weak
india2004,30,weak
user1998,28,weak
india2004,30,weak
love2015,28,weak
love2016,28,weak
user2023,28,weak
love1990,28,weak
admin1997,30,weak
user1997,28,weak
india1989,30,weak
user1990,28,weak
user1997,28,weak
user1999,18,weak
admin1984,30,weak
love1996,28,weak
user2020,28,weak
love2018,28,weak
india2009,30,weak
admin1988,30,weak
user1980,28,weak
user2001,28,weak
user2001,28,weak
user2001,28,weak
love2021,28,weak
admin1999,20,weak
love2018,28,weak
admin2010,30,weak
user1991,28,weak
admin2000,20,weak
user2024,28,weak
love2016,28,weak
user2000,18,weak
user1997,28,weak
india2003,30,weak
love2016,28,weak
love2017,28,weak
india2023,30,weak
love2009,28,weak
admin2008,30,weak
india2024,30,weak
user2006,28,weak
admin1988,30,weak
admin1995,30,weak
love2022,28,weak
user2025,28,weak
india2004,30,weak
user2008,28,weak
user2017,28,weak
user2014,28,weak
india2014,30,weak
india2003,30,weak
love1986,28,weak
admin2022,30,weak
india1990,30,weak
user2016,28,weak
user2001,28,weak
india1986,30,weak
admin1986,30,weak
love1994,28,weak
admin2008,30,weak
user2005,28,weak
love2023,28,weak
india2002,30,weak
india2010,30,weak
user1998,28,weak
india1985,30,weak
admin1989,30,weak
admin1999,20,weak
love2009,28,weak
user2013,28,weak
user2002,28,weak
user1986,28,weak
user2024,28,weak
india2000,20,weak
india1999,20,weak
india2025,30,weak
admin1981,30,weak
india2021,30,weak
love2023,28,weak
love1995,28,weak
love2015,28,weak
user2001,28,weak
love2009,28,weak
love2005,28,weak
user1991,28,weak
india2005,30,weak
love2019,28,weak
user2008,28,weak
india2004,30,weak
love2025,28,weak
admin1993,30,weak
india2025,30,weak
india2016,30,weak
love2014,28,weak
admin2003,30,weak
user1992,28,weak
admin1987,30,weak
user2022,28,weak
admin2013,30,weak
user2018,28,weak
user2019,28,weak
india2017,30,weak
admin2002,30,weak
love2009,28,weak
admin2023,30,weak
india2019,30,weak
love2023,28,weak
india2000,20,weak
admin1995,30,weak
love1987,28,weak
love2003,28,weak
user2012,28,weak
love2006,28,weak
user2016,28,weak
love2007,28,weak
love2011,28,weak
